name,calories,dietary,type,portion,image,prep_time,ingredients,instructions,protein,carbs,fat
Vegan Pizza,252,Vegan,Salad,1 serving,/static/images/Vegan Pizza.jpg,49 min,"Plant-based ingredients, vegetables, grains as needed","Prepare the crust: Mix 1.5 cups almond flour, 1/4 cup tapioca flour, 1/4 tsp salt, 1/2 tsp baking powder, 2 tbsp olive oil, and 1/4 cup water. Knead into a soft dough.

Roll the dough into a circle on parchment paper to desired thickness.

Bake in preheated oven at 180°C (350°F) for 10-12 minutes until lightly golden.

Prepare toppings: Use tomato sauce, sliced vegetables (bell peppers, onions, mushrooms, olives), and vegan cheese.

Spread the tomato sauce over the baked crust.

Add vegetables and sprinkle vegan cheese on top.

Bake again at 180°C (350°F) for 10 minutes until cheese melts.

Garnish with fresh herbs (basil or oregano).

Slice and serve hot.",9,59,15
Falafel,255,Vegan,Breakfast,1 serving,/static/images/Falafel.jpg,15 min,"Plant-based ingredients, vegetables, grains as needed","Soak 1 cup chickpeas overnight, grind to coarse paste with onion, garlic, coriander, cumin, salt, and pepper.

Shape into small balls.

Deep fry in hot oil till golden brown.

Serve with tahini sauce or pita bread.",10,25,16
Vegan Pasta,258,Vegan,Lunch,1 serving,/static/images/Vegan Pasta Primavera.jpg,16 min,"Plant-based ingredients, vegetables, grains as needed","Cook 150g pasta till al dente; set aside.

Stir fry mixed veggies (bell peppers, zucchini, carrots) in 2 tbsp olive oil.

Add cooked pasta, 1/4 cup tomato sauce, basil, oregano.

Mix well; cook 2 mins.

Serve hot with vegan cheese topping.",11,26,5
Vegetable Soup,261,Vegan,Dinner,1 serving,/static/images/Vegetable Soup.jpg,17 min,"Plant-based ingredients, vegetables, grains as needed","Chop vegetables (carrots, beans, potato, spinach).

Boil in 4 cups water with salt, pepper, and herbs till tender.

Puree partially if desired, or serve chunky.

Garnish with coriander and lemon.",12,27,6
Avocado Toast,264,Vegan,Snacks,1 serving,/static/images/avacadotoast.jpg,18 min,"Plant-based ingredients, vegetables, grains as needed","Toast 2 slices of whole grain or multigrain bread until golden and crispy.

Mash 1 ripe avocado in a bowl with 1/4 tsp salt, 1/4 tsp black pepper, and 1 tsp lemon juice.

Spread the mashed avocado evenly on the toasted bread slices.

Optionally, sprinkle red chili flakes, chopped fresh herbs (like coriander or parsley), or seeds (like sesame or pumpkin) over the top.

Serve immediately as a healthy breakfast or snack",13,28,7
Vegan Wrap,267,Vegan,Salad,1 serving,/static/images/Vegan Wrap.jpg,19 min,"Plant-based ingredients, vegetables, grains as needed","Prepare the crust: Mix 1.5 cups almond flour, 1/4 cup tapioca flour, 1/4 tsp salt, 1/2 tsp baking powder, 2 tbsp olive oil, and 1/4 cup water. Knead into a soft dough.

Roll the dough into a circle on parchment paper to desired thickness.

Bake in preheated oven at 180°C (350°F) for 10-12 minutes until lightly golden.

Prepare toppings: Use tomato sauce, sliced vegetables (bell peppers, onions, mushrooms, olives), and vegan cheese.

Spread the tomato sauce over the baked crust.

Add vegetables and sprinkle vegan cheese on top.

Bake again at 180°C (350°F) for 10 minutes until cheese melts.

Garnish with fresh herbs (basil or oregano).

Slice and serve hot.",14,29,8
Hummus Bowl,270,Vegan,Breakfast,1 serving,/static/images/Hummus Bowl.jpg,20 min,"Plant-based ingredients, vegetables, grains as needed","Blend 1 cup cooked chickpeas, 2 tbsp tahini, 1 clove garlic, juice of 1 lemon, and salt to taste in food processor until smooth.

Drizzle with olive oil, sprinkle paprika and chopped parsley.

Serve with sliced cucumbers, carrots, and pita bread.",5,30,9
Vegan Tacos,273,Vegan,Lunch,1 serving,/static/images/Vegan Tacos.jpg,21 min,"Plant-based ingredients, vegetables, grains as needed","Fill whole wheat tortillas with spiced black beans, chopped lettuce, tomato, onion, and avocado.

Add vegan salsa and vegan sour cream.

Fold and serve.",6,31,10
Buddha Bowl,276,Vegan,Dinner,1 serving,/static/images/boodhabowl.jpg,22 min,"Plant-based ingredients, vegetables, grains as needed","Cook 1 cup quinoa or brown rice as the base; keep warm.

Roast or steam assorted vegetables like sweet potatoes (cut into cubes), broccoli florets, and chickpeas until tender.

Prepare a dressing using 2 tbsp tahini, 1 tbsp lemon juice, 1 tsp maple syrup or honey, and salt to taste. Mix well.

In a bowl, arrange the cooked quinoa or rice, roasted vegetables, and chickpeas in separate sections.

Drizzle the dressing over the bowl evenly.

Garnish with sliced avocado, pumpkin seeds, and fresh herbs like parsley or cilantro.

Serve fresh, either warm or at room temperature.",7,32,11
Green Smoothie,279,Vegan,Snacks,1 serving,/static/images/Green Smoothie.jpg,23 min,"Plant-based ingredients, vegetables, grains as needed","Blend 1 cup fresh spinach, 1 banana, 1/2 cup plain yogurt, 1 tsp honey, and 1/2 cup water until smooth.

Pour into glass, serve chilled.",8,33,12
Vegan Pizza,282,Vegan,Salad,1 serving,/static/images/Vegan Pizza.jpg,24 min,"Plant-based ingredients, vegetables, grains as needed","Prepare the crust: Mix 1.5 cups almond flour, 1/4 cup tapioca flour, 1/4 tsp salt, 1/2 tsp baking powder, 2 tbsp olive oil, and 1/4 cup water. Knead into a soft dough.

Roll the dough into a circle on parchment paper to desired thickness.

Bake in preheated oven at 180°C (350°F) for 10-12 minutes until lightly golden.

Prepare toppings: Use tomato sauce, sliced vegetables (bell peppers, onions, mushrooms, olives), and vegan cheese.

Spread the tomato sauce over the baked crust.

Add vegetables and sprinkle vegan cheese on top.

Bake again at 180°C (350°F) for 10 minutes until cheese melts.

Garnish with fresh herbs (basil or oregano).

Slice and serve hot.",9,34,13
Falafel,285,Vegan,Breakfast,1 serving,/static/images/Falafel.jpg,25 min,"Plant-based ingredients, vegetables, grains as needed","Soak 1 cup chickpeas overnight, grind to coarse paste with onion, garlic, coriander, cumin, salt, and pepper.

Shape into small balls.

Deep fry in hot oil till golden brown.

Serve with tahini sauce or pita bread.",10,35,14
Vegan Pasta,288,Vegan,Lunch,1 serving,/static/images/Vegan Pasta Primavera.jpg,26 min,"Plant-based ingredients, vegetables, grains as needed","Cook 150g pasta till al dente; set aside.

Stir fry mixed veggies (bell peppers, zucchini, carrots) in 2 tbsp olive oil.

Add cooked pasta, 1/4 cup tomato sauce, basil, oregano.

Mix well; cook 2 mins.

Serve hot with vegan cheese topping.",11,36,15
Vegetable Soup,291,Vegan,Dinner,1 serving,/static/images/Vegetable Soup.jpg,27 min,"Plant-based ingredients, vegetables, grains as needed","Chop vegetables (carrots, beans, potato, spinach).

Boil in 4 cups water with salt, pepper, and herbs till tender.

Puree partially if desired, or serve chunky.

Garnish with coriander and lemon.",12,37,16
Avocado Toast,294,Vegan,Snacks,1 serving,/static/images/avacadotoast.jpg,28 min,"Plant-based ingredients, vegetables, grains as needed","Toast 2 slices of whole grain or multigrain bread until golden and crispy.

Mash 1 ripe avocado in a bowl with 1/4 tsp salt, 1/4 tsp black pepper, and 1 tsp lemon juice.

Spread the mashed avocado evenly on the toasted bread slices.

Optionally, sprinkle red chili flakes, chopped fresh herbs (like coriander or parsley), or seeds (like sesame or pumpkin) over the top.

Serve immediately as a healthy breakfast or snack",13,38,5
Vegan Wrap,297,Vegan,Salad,1 serving,/static/images/Vegan Wrap.jpg,29 min,"Plant-based ingredients, vegetables, grains as needed","Prepare the crust: Mix 1.5 cups almond flour, 1/4 cup tapioca flour, 1/4 tsp salt, 1/2 tsp baking powder, 2 tbsp olive oil, and 1/4 cup water. Knead into a soft dough.

Roll the dough into a circle on parchment paper to desired thickness.

Bake in preheated oven at 180°C (350°F) for 10-12 minutes until lightly golden.

Prepare toppings: Use tomato sauce, sliced vegetables (bell peppers, onions, mushrooms, olives), and vegan cheese.

Spread the tomato sauce over the baked crust.

Add vegetables and sprinkle vegan cheese on top.

Bake again at 180°C (350°F) for 10 minutes until cheese melts.

Garnish with fresh herbs (basil or oregano).

Slice and serve hot.",14,39,6
Hummus Bowl,300,Vegan,Breakfast,1 serving,/static/images/Hummus Bowl.jpg,30 min,"Plant-based ingredients, vegetables, grains as needed","Blend 1 cup cooked chickpeas, 2 tbsp tahini, 1 clove garlic, juice of 1 lemon, and salt to taste in food processor until smooth.

Drizzle with olive oil, sprinkle paprika and chopped parsley.

Serve with sliced cucumbers, carrots, and pita bread.",5,40,7
Vegan Tacos,303,Vegan,Lunch,1 serving,/static/images/Vegan Tacos.jpg,31 min,"Plant-based ingredients, vegetables, grains as needed","Fill whole wheat tortillas with spiced black beans, chopped lettuce, tomato, onion, and avocado.

Add vegan salsa and vegan sour cream.

Fold and serve.",6,41,8
Buddha Bowl,306,Vegan,Dinner,1 serving,/static/images/boodhabowl.jpg,32 min,"Plant-based ingredients, vegetables, grains as needed","Cook 1 cup quinoa or brown rice as the base; keep warm.

Roast or steam assorted vegetables like sweet potatoes (cut into cubes), broccoli florets, and chickpeas until tender.

Prepare a dressing using 2 tbsp tahini, 1 tbsp lemon juice, 1 tsp maple syrup or honey, and salt to taste. Mix well.

In a bowl, arrange the cooked quinoa or rice, roasted vegetables, and chickpeas in separate sections.

Drizzle the dressing over the bowl evenly.

Garnish with sliced avocado, pumpkin seeds, and fresh herbs like parsley or cilantro.

Serve fresh, either warm or at room temperature.",7,42,9
Green Smoothie,309,Vegan,Snacks,1 serving,/static/images/Green Smoothie.jpg,33 min,"Plant-based ingredients, vegetables, grains as needed","Blend 1 cup fresh spinach, 1 banana, 1/2 cup plain yogurt, 1 tsp honey, and 1/2 cup water until smooth.

Pour into glass, serve chilled.",8,43,10
Vegan Pizza,312,Vegan,Salad,1 serving,/static/images/Vegan Pizza.jpg,34 min,"Plant-based ingredients, vegetables, grains as needed","Prepare the crust: Mix 1.5 cups almond flour, 1/4 cup tapioca flour, 1/4 tsp salt, 1/2 tsp baking powder, 2 tbsp olive oil, and 1/4 cup water. Knead into a soft dough.

Roll the dough into a circle on parchment paper to desired thickness.

Bake in preheated oven at 180°C (350°F) for 10-12 minutes until lightly golden.

Prepare toppings: Use tomato sauce, sliced vegetables (bell peppers, onions, mushrooms, olives), and vegan cheese.

Spread the tomato sauce over the baked crust.

Add vegetables and sprinkle vegan cheese on top.

Bake again at 180°C (350°F) for 10 minutes until cheese melts.

Garnish with fresh herbs (basil or oregano).

Slice and serve hot.",9,44,11
Falafel,315,Vegan,Breakfast,1 serving,/static/images/Falafel.jpg,35 min,"Plant-based ingredients, vegetables, grains as needed","Soak 1 cup chickpeas overnight, grind to coarse paste with onion, garlic, coriander, cumin, salt, and pepper.

Shape into small balls.

Deep fry in hot oil till golden brown.

Serve with tahini sauce or pita bread.",10,45,12
Vegan Pasta,318,Vegan,Lunch,1 serving,/static/images/Vegan Pasta Primavera.jpg,36 min,"Plant-based ingredients, vegetables, grains as needed","Cook 150g pasta till al dente; set aside.

Stir fry mixed veggies (bell peppers, zucchini, carrots) in 2 tbsp olive oil.

Add cooked pasta, 1/4 cup tomato sauce, basil, oregano.

Mix well; cook 2 mins.

Serve hot with vegan cheese topping.",11,46,13
Vegetable Soup,321,Vegan,Dinner,1 serving,/static/images/Vegetable Soup.jpg,37 min,"Plant-based ingredients, vegetables, grains as needed","Chop vegetables (carrots, beans, potato, spinach).

Boil in 4 cups water with salt, pepper, and herbs till tender.

Puree partially if desired, or serve chunky.

Garnish with coriander and lemon.",12,47,14
Avocado Toast,324,Vegan,Snacks,1 serving,/static/images/avacadotoast.jpg,38 min,"Plant-based ingredients, vegetables, grains as needed","Toast 2 slices of whole grain or multigrain bread until golden and crispy.

Mash 1 ripe avocado in a bowl with 1/4 tsp salt, 1/4 tsp black pepper, and 1 tsp lemon juice.

Spread the mashed avocado evenly on the toasted bread slices.

Optionally, sprinkle red chili flakes, chopped fresh herbs (like coriander or parsley), or seeds (like sesame or pumpkin) over the top.

Serve immediately as a healthy breakfast or snack",13,48,15
Vegan Wrap,327,Vegan,Salad,1 serving,/static/images/Vegan Wrap.jpg,39 min,"Plant-based ingredients, vegetables, grains as needed","Prepare the crust: Mix 1.5 cups almond flour, 1/4 cup tapioca flour, 1/4 tsp salt, 1/2 tsp baking powder, 2 tbsp olive oil, and 1/4 cup water. Knead into a soft dough.

Roll the dough into a circle on parchment paper to desired thickness.

Bake in preheated oven at 180°C (350°F) for 10-12 minutes until lightly golden.

Prepare toppings: Use tomato sauce, sliced vegetables (bell peppers, onions, mushrooms, olives), and vegan cheese.

Spread the tomato sauce over the baked crust.

Add vegetables and sprinkle vegan cheese on top.

Bake again at 180°C (350°F) for 10 minutes until cheese melts.

Garnish with fresh herbs (basil or oregano).

Slice and serve hot.",14,49,16
Hummus Bowl,330,Vegan,Breakfast,1 serving,/static/images/Hummus Bowl.jpg,40 min,"Plant-based ingredients, vegetables, grains as needed","Blend 1 cup cooked chickpeas, 2 tbsp tahini, 1 clove garlic, juice of 1 lemon, and salt to taste in food processor until smooth.

Drizzle with olive oil, sprinkle paprika and chopped parsley.

Serve with sliced cucumbers, carrots, and pita bread.",5,50,5
Vegan Tacos,333,Vegan,Lunch,1 serving,/static/images/Vegan Tacos.jpg,41 min,"Plant-based ingredients, vegetables, grains as needed","Fill whole wheat tortillas with spiced black beans, chopped lettuce, tomato, onion, and avocado.

Add vegan salsa and vegan sour cream.

Fold and serve.",6,51,6
Buddha Bowl,336,Vegan,Dinner,1 serving,/static/images/boodhabowl.jpg,42 min,"Plant-based ingredients, vegetables, grains as needed","Cook 1 cup quinoa or brown rice as the base; keep warm.

Roast or steam assorted vegetables like sweet potatoes (cut into cubes), broccoli florets, and chickpeas until tender.

Prepare a dressing using 2 tbsp tahini, 1 tbsp lemon juice, 1 tsp maple syrup or honey, and salt to taste. Mix well.

In a bowl, arrange the cooked quinoa or rice, roasted vegetables, and chickpeas in separate sections.

Drizzle the dressing over the bowl evenly.

Garnish with sliced avocado, pumpkin seeds, and fresh herbs like parsley or cilantro.

Serve fresh, either warm or at room temperature.",7,52,7
Green Smoothie,339,Vegan,Snacks,1 serving,/static/images/Green Smoothie.jpg,43 min,"Plant-based ingredients, vegetables, grains as needed","Blend 1 cup fresh spinach, 1 banana, 1/2 cup plain yogurt, 1 tsp honey, and 1/2 cup water until smooth.

Pour into glass, serve chilled.",8,53,8
Vegan Pizza,342,Vegan,Salad,1 serving,/static/images/Vegan Pizza.jpg,44 min,"Plant-based ingredients, vegetables, grains as needed","Prepare the crust: Mix 1.5 cups almond flour, 1/4 cup tapioca flour, 1/4 tsp salt, 1/2 tsp baking powder, 2 tbsp olive oil, and 1/4 cup water. Knead into a soft dough.

Roll the dough into a circle on parchment paper to desired thickness.

Bake in preheated oven at 180°C (350°F) for 10-12 minutes until lightly golden.

Prepare toppings: Use tomato sauce, sliced vegetables (bell peppers, onions, mushrooms, olives), and vegan cheese.

Spread the tomato sauce over the baked crust.

Add vegetables and sprinkle vegan cheese on top.

Bake again at 180°C (350°F) for 10 minutes until cheese melts.

Garnish with fresh herbs (basil or oregano).

Slice and serve hot.",9,54,9
Falafel,345,Vegan,Breakfast,1 serving,/static/images/Falafel.jpg,45 min,"Plant-based ingredients, vegetables, grains as needed","Soak 1 cup chickpeas overnight, grind to coarse paste with onion, garlic, coriander, cumin, salt, and pepper.

Shape into small balls.

Deep fry in hot oil till golden brown.

Serve with tahini sauce or pita bread.",10,55,10
Vegan Pasta,348,Vegan,Lunch,1 serving,/static/images/Vegan Pasta Primavera.jpg,46 min,"Plant-based ingredients, vegetables, grains as needed","Cook 150g pasta till al dente; set aside.

Stir fry mixed veggies (bell peppers, zucchini, carrots) in 2 tbsp olive oil.

Add cooked pasta, 1/4 cup tomato sauce, basil, oregano.

Mix well; cook 2 mins.

Serve hot with vegan cheese topping.",11,56,11
Vegetable Soup,351,Vegan,Dinner,1 serving,/static/images/Vegetable Soup.jpg,47 min,"Plant-based ingredients, vegetables, grains as needed","Chop vegetables (carrots, beans, potato, spinach).

Boil in 4 cups water with salt, pepper, and herbs till tender.

Puree partially if desired, or serve chunky.

Garnish with coriander and lemon.",12,57,12
